Id,Supermercado,Marca,Producto,Precio,Categoria,Enlace,Fecha,porMayor
452,Unimarc,Wasil,Porotos Wasil Tetra 380 G,1540,Porotos,https://www.unimarc.cl/product/porotos-wasil-380-gr,2024-10-06,
453,Unimarc,Wasil,Porotos Negros Wasil Tetra 380 G,1540,Porotos,https://www.unimarc.cl/product/porotos-negros-wasil-380-gr,2024-10-01,
454,Unimarc,Wasil,Porotos Rojos Wasil Tetra 380 G,1540,Porotos,https://www.unimarc.cl/product/porotos-rojos-wasil-380gr,2024-10-01,
455,Unimarc,Wasil,Porotos Wasil Tetra 380 G,1540,Porotos,https://www.unimarc.cl/product/porotos-wasil-380-gr,2024-10-01,
456,Unimarc,Wasil,Porotos Negros Wasil Tetra 380 G,1540,Porotos,https://www.unimarc.cl/product/porotos-negros-wasil-380-gr,2024-10-06,
457,Unimarc,Nestle,Picado Nestlé Naturnes Porotos Con Tallarines 215 G,1547,Tallarín,https://www.unimarc.cl/product/alim-picado-porotos-c-tallar-nestle-215g,2024-10-01,3 x $4.641
458,Lider,Costa,"Galleta Frac 4 Un, 52 G",1590,Frac,https://www.lider.cl/supermercado/product/sku/4430940/costa-galleta-frac-4-un-52-g,2024-10-06,
459,Santa Isabel,Costa,Pack Galletas Frac Chocolates 208 G 4 Un.,1599,Frac,https://www.santaisabel.cl/pack-frac-chocolates-208-gr-1975282/p,2024-10-06,
460,Jumbo,Costa,Pack Galletas Frac Chocolates 208 G 4 Un.,1599,Frac,https://www.jumbo.cl/pack-frac-chocolates-208-gr-1975282/p,2024-10-01,
461,Jumbo,Costa,Pack Galletas Frac Chocolates 208 G 4 Un.,1599,Frac,https://www.jumbo.cl/pack-frac-chocolates-208-gr-1975282/p,2024-10-06,
462,Santa Isabel,Milka,Chocolate De Leche Milka Relleno Con Avellanas Enteras 100 G,1609,Leche Entera,https://www.santaisabel.cl/chocolate-milka-whole-nuts-17ca-100g-1993773/p,2024-10-01,
463,Unimarc,Nuestra Cocina,Jurel Nuestra Cocina Natural 425 G,1690,Jurel,https://www.unimarc.cl/product/jurel-natural-nuestra-cocina-425g,2024-10-06,
464,Unimarc,Nuestra Cocina,Jurel Nuestra Cocina Natural 425 G,1690,Jurel,https://www.unimarc.cl/product/jurel-natural-nuestra-cocina-425g,2024-10-01,
465,Lider,Lider,"Jurel Natural, Drenado 300 G - Neto 425 G",1690,Jurel,https://www.lider.cl/supermercado/product/sku/5005/lider-jurel-natural-drenado-300-g-neto-425-g,2024-10-01,
466,Unimarc,Nestle,Picado Nestlé Naturnes Porotos Con Tallarines 215 G,1743,Tallarín,https://www.unimarc.cl/product/alim-picado-porotos-c-tallar-nestle-215g,2024-10-06,3 x $5.229
467,Unimarc,Minuto Verde,Porotos Verdes Francés Minuto Verde 350 G,1750,Porotos,https://www.unimarc.cl/product/porotos-verdes-frances-minuto-verde-350-g,2024-10-06,
468,Unimarc,1881,Pasta Spaghetti N°5 1881 Integral 500 G,1770,Tallarín,https://www.unimarc.cl/product/spaghetti-5-integral-1881-500-gr,2024-10-06,
469,Unimarc,1881,Pasta Spaghetti N°5 1881 Integral 500 G,1770,Tallarín,https://www.unimarc.cl/product/spaghetti-5-integral-1881-500-gr,2024-10-01,
470,Jumbo,San José,Jurel Al Natural San José Lata 300 G Drenado,1790,Jurel,https://www.jumbo.cl/jurel-san-jose-lata-425-g-al-natural-con-omega-3/p,2024-10-01,
471,Jumbo,San José,Jurel Al Natural San José Lata 300 G Drenado,1790,Jurel,https://www.jumbo.cl/jurel-san-jose-lata-425-g-al-natural-con-omega-3/p,2024-10-06,
472,Lider,Frutos Del Maipo,"Porotos Verdes Corte Normal, 350 G",1790,Porotos,https://www.lider.cl/supermercado/product/sku/279695/frutos-del-maipo-porotos-verdes-corte-normal-350-g,2024-10-06,
473,Jumbo,Martini,Porotos Negros Martini 500 G,1810,Porotos,https://www.jumbo.cl/porotos-negros-martini-bolsa-500-g-2/p,2024-10-06,
474,Jumbo,Martini,Porotos Negros Martini 500 G,1810,Porotos,https://www.jumbo.cl/porotos-negros-martini-bolsa-500-g-2/p,2024-10-01,
475,Unimarc,Ecoterra,Leche De Vaca Libre Ecoterra Entera 1 L,1812,Leche Entera,https://www.unimarc.cl/product/leche-entera-ecoterra-1-lt,2024-10-06,
476,Unimarc,Ecoterra,Leche De Vaca Libre Ecoterra Entera 1 L,1812,Leche Entera,https://www.unimarc.cl/product/leche-entera-ecoterra-1-lt,2024-10-01,
477,Jumbo,Fisherman,Lomos De Jurel Oliva Fisherman 104 G Drenado,1820,Jurel,https://www.jumbo.cl/lomos-de-jurel-oliva-fisherman-104-gr-dr-1939062/p,2024-10-01,
478,Santa Isabel,Cuisine & Co,Jurel Al Natural 300 G Drenado,1820,Jurel,https://www.santaisabel.cl/jurel-al-natural-300-g-drenado-cuisine-and-co-1841074/p,2024-10-01,
479,Jumbo,Fisherman,Lomos De Jurel Oliva Fisherman 104 G Drenado,1820,Jurel,https://www.jumbo.cl/lomos-de-jurel-oliva-fisherman-104-gr-dr-1939062/p,2024-10-06,
480,Santa Isabel,Cuisine & Co,Jurel Al Natural 300 G Drenado,1820,Jurel,https://www.santaisabel.cl/jurel-al-natural-300-g-drenado-cuisine-and-co-1841074/p,2024-10-06,
481,Lider,San José,"Jurel Natural Abre Fácil, Drenado 300 G - Neto 425 G",1850,Jurel,https://www.lider.cl/supermercado/product/sku/2669/san-jose-jurel-natural-abre-facil-drenado-300-g-neto-425-g,2024-10-01,
482,Santa Isabel,Minuto Verde,Poroto Verde Corte Francés Minuto Verde 350 G,1869,Porotos,https://www.santaisabel.cl/poroto-verde-corte-frances-minuto-verde-350-g/p,2024-10-06,
483,Jumbo,Cuisine & Co,Jurel Al Natural 300 G Drenado,1890,Jurel,https://www.jumbo.cl/jurel-al-natural-300-g-drenado-cuisine-and-co-1841074/p,2024-10-06,
484,Jumbo,Cuisine & Co,Jurel Al Natural 300 G Drenado,1890,Jurel,https://www.jumbo.cl/jurel-al-natural-300-g-drenado-cuisine-and-co-1841074/p,2024-10-01,
485,Jumbo,La Molisana,Pasta Spaghetti Cuadrado La Molisana 500 G,1890,Tallarín,https://www.jumbo.cl/spaghetti-cuadrado-la-molisana-500-g-jumbo-importado/p,2024-10-01,
486,Jumbo,Noglut,Spaghetti Noglut Sin Gluten 250 G,1910,Tallarín,https://www.jumbo.cl/spaguetti-no-gluten-250-gr-1938915/p,2024-10-01,
487,Jumbo,Noglut,Spaghetti Noglut Sin Gluten 250 G,1910,Tallarín,https://www.jumbo.cl/spaguetti-no-gluten-250-gr-1938915/p,2024-10-06,
488,Jumbo,Martini,Porotos Blancos Martini 500 G,1940,Porotos,https://www.jumbo.cl/porotos-blancos-martini-bolsa-500-g-2/p,2024-10-01,
489,Unimarc,Barilla,Pasta Spaghetti N° 5 Barilla 500 G,1940,Tallarín,https://www.unimarc.cl/product/spaguetti-5-barilla-500-gr,2024-10-01,
490,Jumbo,Martini,Porotos Blancos Martini 500 G,1940,Porotos,https://www.jumbo.cl/porotos-blancos-martini-bolsa-500-g-2/p,2024-10-06,
491,Unimarc,Barilla,Pasta Spaghetti N° 5 Barilla 500 G,1940,Tallarín,https://www.unimarc.cl/product/spaguetti-5-barilla-500-gr,2024-10-06,
492,Santa Isabel,Wasil,Porotos Granados Wasil 380 G,1983,Porotos,https://www.santaisabel.cl/porotos-granados-wasil-caja-380-g-2/p,2024-10-01,
493,Jumbo,La Molisana,Pasta Spaghetti Lupino La Molisana 400 G,1990,Tallarín,https://www.jumbo.cl/pasta-spaghetti-lupino-la-molisana-400g-1992559/p,2024-10-06,
494,Jumbo,La Molisana,Pasta Spaghetti La Molisana Integral 500 G,1990,Tallarín,https://www.jumbo.cl/spaghetti-integral-la-molisana-500-g-jumbo-importado/p,2024-10-06,
495,Jumbo,La Molisana,Pasta Spaghetti La Molisana Integral 500 G,1990,Tallarín,https://www.jumbo.cl/spaghetti-integral-la-molisana-500-g-jumbo-importado/p,2024-10-01,
496,Lider,Costa,"Costa Pops Frac, 220 G",1990,Frac,https://www.lider.cl/supermercado/product/sku/4672302/costa-costa-pops-frac-220-g,2024-10-06,
497,Jumbo,La Molisana,Pasta Spaghetti Lupino La Molisana 400 G,1990,Tallarín,https://www.jumbo.cl/pasta-spaghetti-lupino-la-molisana-400g-1992559/p,2024-10-01,
498,Jumbo,Frutas Y Verduras Propias,Porotos Verdes Granel,1995,Porotos,https://www.jumbo.cl/porotos-verdes-granel/p,2024-10-01,
499,Jumbo,Frutas Y Verduras Propias,Porotos Verdes Granel,1995,Porotos,https://www.jumbo.cl/porotos-verdes-granel/p,2024-10-06,
500,Lider,Ecoterra,"Leche Entera A2, 1 L",1999,Leche Entera,https://www.lider.cl/supermercado/product/sku/4623136/ecoterra-leche-entera-a2-1-l,2024-10-01,
501,Jumbo,Wasil,Porotos Granados Wasil 380 G,1999,Porotos,https://www.jumbo.cl/porotos-granados-wasil-caja-380-g-2/p,2024-10-01,
502,Lider,Ecoterra,"Leche Entera Chocolate, 1 L",1999,Leche Entera,https://www.lider.cl/supermercado/product/sku/4623142/ecoterra-leche-entera-chocolate-1-l,2024-10-01,
503,Unimarc,Frutos Del Maipo,Base Porotos Granados Frutos Del Maipo 500 G,2058,Porotos,https://www.unimarc.cl/product/base-porotos-granados-f-del-maipo-500-gr,2024-10-06,
504,Unimarc,Frutos Del Maipo,Base Porotos Granados Frutos Del Maipo 500 G,2058,Porotos,https://www.unimarc.cl/product/base-porotos-granados-f-del-maipo-500-gr,2024-10-01,
505,Unimarc,Angelmo,Jurel Angelmo Al Natural 425 G,2090,Jurel,https://www.unimarc.cl/product/jurel-al-natural-angelmo-425-gr,2024-10-01,
506,Unimarc,Angelmo,Jurel Angelmo Al Natural 425 G,2090,Jurel,https://www.unimarc.cl/product/jurel-al-natural-angelmo-425-gr,2024-10-06,
507,Unimarc,Banquete,Poroto Negro Banquete 1 Kg,2100,Porotos,https://www.unimarc.cl/product/porotos-negros-banquete-1-kg,2024-10-06,
508,Unimarc,Banquete,Poroto Negro Banquete 1 Kg,2100,Porotos,https://www.unimarc.cl/product/porotos-negros-banquete-1-kg,2024-10-01,
509,Santa Isabel,Cuisine & Co,Jurel En Salsa De Tomate 300 G Drenado,2149,Jurel,https://www.santaisabel.cl/jurel-en-tomate-c-and-c0-300g-dr-1959534/p,2024-10-01,
510,Santa Isabel,Cuisine & Co,Jurel En Salsa De Tomate 300 G Drenado,2149,Jurel,https://www.santaisabel.cl/jurel-en-tomate-c-and-c0-300g-dr-1959534/p,2024-10-06,
511,Santa Isabel,San José,Jurel Al Natural San José Lata 300 G Drenado,2190,Jurel,https://www.santaisabel.cl/jurel-al-natural-lata-300-g-drenado-266192/p,2024-10-01,
512,Unimarc,Martini,Porotos Tórtola Martini G1 500 G,2190,Porotos,https://www.unimarc.cl/product/porotos-tortola-g1-martini-500-gr,2024-10-01,
513,Santa Isabel,San José,Jurel Al Natural San José Lata 300 G Drenado,2190,Jurel,https://www.santaisabel.cl/jurel-al-natural-lata-300-g-drenado-266192/p,2024-10-06,
514,Santa Isabel,Naturnes,Picado Naturnes Porotos Con Tallarines 215G,2199,Porotos,https://www.santaisabel.cl/picado-nestle-porotos-con-tallarines-215-g/p,2024-10-01,
515,Jumbo,Cuisine & Co,Jurel En Salsa De Tomate 300 G Drenado,2199,Jurel,https://www.jumbo.cl/jurel-en-tomate-c-and-c0-300g-1959534/p,2024-10-01,
516,Jumbo,Cuisine & Co,Jurel En Salsa De Tomate 300 G Drenado,2199,Jurel,https://www.jumbo.cl/jurel-en-tomate-c-and-c0-300g-1959534/p,2024-10-06,
517,Santa Isabel,Naturnes,Picado Naturnes Porotos Con Tallarines 215G,2199,Porotos,https://www.santaisabel.cl/picado-nestle-porotos-con-tallarines-215-g/p,2024-10-06,
518,Jumbo,San José,Medallón De Jurel Al Natural San José 240 G Drenado,2210,Jurel,https://www.jumbo.cl/jurel-medallon-promocional-240-gr-dr-1913557/p,2024-10-06,
519,Jumbo,San José,Medallón De Jurel Al Natural San José 240 G Drenado,2210,Jurel,https://www.jumbo.cl/jurel-medallon-promocional-240-gr-dr-1913557/p,2024-10-01,
520,Unimarc,San Jose,Jurel San José Al Natural Lata 425 G,2210,Jurel,https://www.unimarc.cl/product/jurel-san-jose-al-natural-425-g,2024-10-01,
521,Unimarc,San Jose,Jurel San José Al Natural Lata 425 G,2210,Jurel,https://www.unimarc.cl/product/jurel-san-jose-al-natural-425-g,2024-10-06,
522,Jumbo,Naturnes,Picado Naturnes Porotos Con Tallarines 215G,2219,Tallarín,https://www.jumbo.cl/picado-nestle-porotos-con-tallarines-215-g/p,2024-10-01,
523,Jumbo,Naturnes,Picado Naturnes Porotos Con Tallarines 215G,2219,Tallarín,https://www.jumbo.cl/picado-nestle-porotos-con-tallarines-215-g/p,2024-10-06,
524,Santa Isabel,Martini,Porotos Tórtola Martini 500 G,2230,Porotos,https://www.santaisabel.cl/porotos-tortola-martini-bolsa-500-g-267013/p,2024-10-06,
525,Santa Isabel,Martini,Porotos Tórtola Martini 500 G,2230,Porotos,https://www.santaisabel.cl/porotos-tortola-martini-bolsa-500-g-267013/p,2024-10-01,
526,Jumbo,Martini,Porotos Tórtola Martini 500 G,2250,Porotos,https://www.jumbo.cl/porotos-tortola-martini-bolsa-500-g-2/p,2024-10-01,
527,Jumbo,Martini,Porotos Tórtola Martini 500 G,2250,Porotos,https://www.jumbo.cl/porotos-tortola-martini-bolsa-500-g-2/p,2024-10-06,
528,Unimarc,Martini,Porotos Tórtola Martini G1 500 G,2250,Porotos,https://www.unimarc.cl/product/porotos-tortola-g1-martini-500-gr,2024-10-06,
529,Santa Isabel,Milka,Chocolate De Leche Milka Relleno Con Avellanas Enteras 100 G,2299,Leche Entera,https://www.santaisabel.cl/chocolate-milka-whole-nuts-17ca-100g-1993773/p,2024-10-06,
530,Unimarc,Wasil,Porotos Granados Wasil Tetra 380 G,2310,Porotos,https://www.unimarc.cl/product/porotos-granados-wasil-380-gr,2024-10-01,
531,Unimarc,Wasil,Porotos Granados Wasil Tetra 380 G,2310,Porotos,https://www.unimarc.cl/product/porotos-granados-wasil-380-gr,2024-10-06,
532,Unimarc,Frutos Del Maipo,Porotos Granados Frutos Del Maipo 500 G,2328,Porotos,https://www.unimarc.cl/product/porotos-granados-frutos-del-maipo-500-g,2024-10-06,
533,Unimarc,Frutos Del Maipo,Porotos Granados Frutos Del Maipo 500 G,2328,Porotos,https://www.unimarc.cl/product/porotos-granados-frutos-del-maipo-500-g,2024-10-01,
534,Jumbo,Milka,Chocolate De Leche Milka Relleno Con Avellanas Enteras 100 G,2329,Leche Entera,https://www.jumbo.cl/chocolate-milka-whole-nuts-17ca-100g-1993773/p,2024-10-06,
535,Jumbo,Milka,Chocolate De Leche Milka Relleno Con Avellanas Enteras 100 G,2329,Leche Entera,https://www.jumbo.cl/chocolate-milka-whole-nuts-17ca-100g-1993773/p,2024-10-01,
536,Unimarc,Barilla,Pasta Spaghetti N°5 Barilla Integral 500 G,2380,Tallarín,https://www.unimarc.cl/product/spaghetti-integral-barilla-500-gr,2024-10-06,
537,Unimarc,Barilla,Pasta Spaghetti N°5 Barilla Integral 500 G,2380,Tallarín,https://www.unimarc.cl/product/spaghetti-integral-barilla-500-gr,2024-10-01,
538,Santa Isabel,Carretilla,Porotos Granados Carretilla 300 G,2390,Porotos,https://www.santaisabel.cl/porotos-granados-carretilla-300-g-1967792/p,2024-10-06,
539,Jumbo,Extra Di Lusso,Spaghetti Cuad Extra Di Lusso 500 G,2390,Tallarín,https://www.jumbo.cl/spaghetti-cuad-extra-di-lusso-500-g/p,2024-10-06,
540,Jumbo,Extra Di Lusso,Spaghetti Cuad Extra Di Lusso 500 G,2390,Tallarín,https://www.jumbo.cl/spaghetti-cuad-extra-di-lusso-500-g/p,2024-10-01,
541,Santa Isabel,Carretilla,Porotos Granados Carretilla 300 G,2390,Porotos,https://www.santaisabel.cl/porotos-granados-carretilla-300-g-1967792/p,2024-10-01,
542,Unimarc,Banquete,Poroto Hallado Banquete 1 Kg,2400,Porotos,https://www.unimarc.cl/product/porotos-hallados-banquete-1-kg,2024-10-01,
543,Unimarc,Banquete,Poroto Hallado Banquete 1 Kg,2400,Porotos,https://www.unimarc.cl/product/porotos-hallados-banquete-1-kg,2024-10-06,
544,Lider,Wasil,"Porotos Granados Caja, 380 G",2450,Porotos,https://www.lider.cl/supermercado/product/sku/620853/wasil-porotos-granados-caja-380-g,2024-10-01,
545,Lider,Wasil,"Porotos Granados Caja, 380 G",2450,Porotos,https://www.lider.cl/supermercado/product/sku/620853/wasil-porotos-granados-caja-380-g,2024-10-06,
546,Lider,Ecoterra,"Leche Entera De Cabra Libre Pastoreo, 1 L",2475,Leche Entera,https://www.lider.cl/supermercado/product/sku/4540162/ecoterra-leche-entera-de-cabra-libre-pastoreo-1-l,2024-10-01,
547,Santa Isabel,Wasil,Porotos Granados Wasil 380 G,2479,Porotos,https://www.santaisabel.cl/porotos-granados-wasil-caja-380-g-2/p,2024-10-06,
548,Unimarc,Nuestra Cocina,Porotos Negros Nuestra Cocina 1 Kg,2490,Porotos,https://www.unimarc.cl/product/porotos-negros-nuestra-cocina-1-kg,2024-10-01,
549,Lider,Lider,"Poroto Negro, 1 Kg",2490,Porotos,https://www.lider.cl/supermercado/product/sku/814963/lider-poroto-negro-1-kg,2024-10-01,
550,Jumbo,3F,Tallarines De Zanahoria 400 G,2490,Tallarín,https://www.jumbo.cl/tallarines-de-zanahoria-400gr/p,2024-10-01,
551,Unimarc,Nuestra Cocina,Porotos Negros Nuestra Cocina 1 Kg,2490,Porotos,https://www.unimarc.cl/product/porotos-negros-nuestra-cocina-1-kg,2024-10-06,
552,Jumbo,Frutas Y Verduras Propias,Porotos Verdes 500 G,2490,Porotos,https://www.jumbo.cl/porotos-verdes-500-g/p,2024-10-01,
553,Jumbo,Jumbo Artesanal,Spaghetti De Espinaca 500 G,2490,Tallarín,https://www.jumbo.cl/spaghetti-de-espinaca-jumbo-artesanal-granel/p,2024-10-01,
554,Jumbo,Jumbo Artesanal,Spaghetti Al Huevo 500 G,2490,Tallarín,https://www.jumbo.cl/spaghetti-al-huevo-jumbo-artesanal-granel/p,2024-10-01,
555,Jumbo,3F,Tallarines De Zanahoria 400 G,2490,Tallarín,https://www.jumbo.cl/tallarines-de-zanahoria-400gr/p,2024-10-06,
556,Lider,Lider,"Poroto Negro, 1 Kg",2490,Porotos,https://www.lider.cl/supermercado/product/sku/814963/lider-poroto-negro-1-kg,2024-10-06,
557,Lider,San José,"Jurel Al Natural Sin Sal Agregada Lata, Drenado 300 G - …",2490,Jurel,https://www.lider.cl/supermercado/product/sku/12147/san-jose-jurel-al-natural-sin-sal-agregada-lata-drenado-300-g-neto-425-g,2024-10-01,
558,Jumbo,3F,Tallarines De Betarraga 400 G,2490,Tallarín,https://www.jumbo.cl/tallarines-de-batarraga-400gr/p,2024-10-06,
559,Jumbo,Wasil,Porotos Granados Wasil 380 G,2499,Porotos,https://www.jumbo.cl/porotos-granados-wasil-caja-380-g-2/p,2024-10-06,
560,Lider,Colun,"Leche Entera Proteína A2, 1 L",2550,Leche Entera,https://www.lider.cl/supermercado/product/sku/4647737/colun-leche-entera-proteina-a2-1-l,2024-10-01,
561,Santa Isabel,Cuisine & Co,Porotos Negros Cuisine & Co 1 Kg,2550,Porotos,https://www.santaisabel.cl/poroto-negro-1-kg-cuisine-and-co-1840320/p,2024-10-01,
562,Lider,Colun,"Leche Entera Proteína A2, 1 L",2550,Leche Entera,https://www.lider.cl/supermercado/product/sku/4647737/colun-leche-entera-proteina-a2-1-l,2024-10-06,
563,Santa Isabel,Cuisine & Co,Porotos Negros Cuisine & Co 1 Kg,2550,Porotos,https://www.santaisabel.cl/poroto-negro-1-kg-cuisine-and-co-1840320/p,2024-10-06,
564,Jumbo,Fisherman,Filete Jurel Ahumado Fisherman 82 G Drenado,2560,Jurel,https://www.jumbo.cl/filete-jurel-ahumado-fisherman-82-gr-dr-1939063/p,2024-10-06,
565,Jumbo,Fisherman,Filete Jurel Ahumado Fisherman 82 G Drenado,2560,Jurel,https://www.jumbo.cl/filete-jurel-ahumado-fisherman-82-gr-dr-1939063/p,2024-10-01,
566,Jumbo,Carozzi,Pasta Spaghetti N°5 Carozzi 1 Kg,2590,Tallarín,https://www.jumbo.cl/spaghetti-n-5-carozzi-bolsa-1-kg-2/p,2024-10-01,
567,Jumbo,Cuisine & Co,Porotos Negros Cuisine & Co 1 Kg,2590,Porotos,https://www.jumbo.cl/poroto-negro-1-kg-cuisine-and-co-1840320/p,2024-10-01,
568,Jumbo,Carozzi,Pasta Spaghetti N°5 Carozzi 1 Kg,2590,Tallarín,https://www.jumbo.cl/spaghetti-n-5-carozzi-bolsa-1-kg-2/p,2024-10-06,
569,Jumbo,Cuisine & Co,Porotos Negros Cuisine & Co 1 Kg,2590,Porotos,https://www.jumbo.cl/poroto-negro-1-kg-cuisine-and-co-1840320/p,2024-10-06,
570,Jumbo,Colun,Leche Colun A2 Entera Sin Lactosa 1 L,2599,Leche Entera,https://www.jumbo.cl/leche-colun-a2-entera-s-l-1lt-1983420/p,2024-10-01,
571,Jumbo,Colun,Leche Colun A2 Entera Sin Lactosa 1 L,2599,Leche Entera,https://www.jumbo.cl/leche-colun-a2-entera-s-l-1lt-1983420/p,2024-10-06,
572,Santa Isabel,Colun,Leche Colun A2 Entera Sin Lactosa 1 L,2599,Leche Entera,https://www.santaisabel.cl/leche-colun-a2-entera-s-l-1lt-1983420/p,2024-10-01,
573,Santa Isabel,Colun,Leche Colun A2 Entera Sin Lactosa 1 L,2599,Leche Entera,https://www.santaisabel.cl/leche-colun-a2-entera-s-l-1lt-1983420/p,2024-10-06,
574,Santa Isabel,Lucchetti,Pack 3 Spaghetti Luchetti + Salsa Doypack 220 G,2604,Tallarín,https://www.santaisabel.cl/spaghetti-n-5-lucchetti-3-unid-400-g-c-u-salsa-de-tomates-italiana-200-g/p,2024-10-01,
575,Unimarc,Minuto Verde,Mix Para Porotos Granados Minuto Verde 500 G,2639,Porotos,https://www.unimarc.cl/product/mix-porotos-granados-minuto-verde-500-g,2024-10-01,
576,Jumbo,Barilla,Spaghetti N°5 Barilla Italiano Caja 500 G,2650,Tallarín,https://www.jumbo.cl/spaghetti-n-5-barilla-caja-500-g-origen-italiano/p,2024-10-01,
577,Jumbo,Barilla,Spaghetti N°5 Barilla Italiano Caja 500 G,2650,Tallarín,https://www.jumbo.cl/spaghetti-n-5-barilla-caja-500-g-origen-italiano/p,2024-10-06,
578,Unimarc,Vivo,Pasta Spaghetti Vivo Sin Gluten 250 G,2660,Tallarín,https://www.unimarc.cl/product/spaghetti-sin-gluten-vivo-250-gr,2024-10-01,
579,Unimarc,Lucchetti,Pasta Spaghetti N° 5 Lucchetti Sin Gluten 400 G,2660,Tallarín,https://www.unimarc.cl/product/pasta-spaghetti-s-gluten-luccheti-400gr,2024-10-01,
580,Unimarc,Vivo,Pasta Spaghetti Vivo Sin Gluten 250 G,2660,Tallarín,https://www.unimarc.cl/product/spaghetti-sin-gluten-vivo-250-gr,2024-10-06,
581,Unimarc,Lucchetti,Pasta Spaghetti N° 5 Lucchetti Sin Gluten 400 G,2660,Tallarín,https://www.unimarc.cl/product/pasta-spaghetti-s-gluten-luccheti-400gr,2024-10-06,
582,Santa Isabel,San José,Jurel Al Natural San José Reducido En Sodio 300 G Drenado,2670,Jurel,https://www.santaisabel.cl/jurel-san-jose-reducido-en-sodio-300-g-drenado/p,2024-10-01,
583,Santa Isabel,San José,Jurel Al Natural San José Reducido En Sodio 300 G Drenado,2670,Jurel,https://www.santaisabel.cl/jurel-san-jose-reducido-en-sodio-300-g-drenado/p,2024-10-06,
584,Jumbo,San José,Jurel Al Natural San José Reducido En Sodio 300 G Drenado,2690,Jurel,https://www.jumbo.cl/jurel-san-jose-reducido-en-sodio-300-g-drenado/p,2024-10-01,
585,Jumbo,San José,Jurel Al Natural San José Reducido En Sodio 300 G Drenado,2690,Jurel,https://www.jumbo.cl/jurel-san-jose-reducido-en-sodio-300-g-drenado/p,2024-10-06,
586,Unimarc,Colun,Leche En Polvo Colun Entera Instantánea 400 G,2690,Leche Entera,https://www.unimarc.cl/product/leche-polvo-inst-entera-colun-400-gr,2024-10-01,
587,Unimarc,Minuto Verde,Porotos Granados Minuto Verde Bolsa 500 G,2695,Porotos,https://www.unimarc.cl/product/porotos-granados-mix-bolsa-500-g,2024-10-01,
588,Jumbo,Cuisine & Co,Palmitos Corte Spaghetti 220 G Drenado,2699,Tallarín,https://www.jumbo.cl/palmitos-corte-spaghetti-220-g-drenado-cuisine-and-co-1869029/p,2024-10-01,
589,Jumbo,Cuisine & Co,Palmitos Corte Spaghetti 220 G Drenado,2699,Tallarín,https://www.jumbo.cl/palmitos-corte-spaghetti-220-g-drenado-cuisine-and-co-1869029/p,2024-10-06,
590,Jumbo,Banquete,Perlitas Porotos Banquete Fácil 220 G,2750,Porotos,https://www.jumbo.cl/perlitas-porotos-banquete-facil-220-gr-1898186/p,2024-10-01,
591,Lider,Ecoterra,"Leche Entera A2, 1 L",2750,Leche Entera,https://www.lider.cl/supermercado/product/sku/4623136/ecoterra-leche-entera-a2-1-l,2024-10-06,
592,Jumbo,Banquete,Perlitas Porotos Banquete Fácil 220 G,2750,Porotos,https://www.jumbo.cl/perlitas-porotos-banquete-facil-220-gr-1898186/p,2024-10-06,
593,Lider,Ecoterra,"Leche Entera Chocolate, 1 L",2750,Leche Entera,https://www.lider.cl/supermercado/product/sku/4623142/ecoterra-leche-entera-chocolate-1-l,2024-10-06,
594,Unimarc,My Way,Palmitos My Way Corte Spaghetti Lata 400 G,2760,Tallarín,https://www.unimarc.cl/product/palmitos-my-way-400-gr-corte-spaghetti,2024-10-01,
595,Unimarc,My Way,Palmitos My Way Corte Spaghetti Lata 400 G,2760,Tallarín,https://www.unimarc.cl/product/palmitos-my-way-400-gr-corte-spaghetti,2024-10-06,
596,Unimarc,San Jose,Jurel San José Al Natural Reducido En Sal Lata 425 G,2770,Jurel,https://www.unimarc.cl/product/jurel-al-natural-s-sal-san-jose-425gr,2024-10-01,
597,Unimarc,San Jose,Jurel San José Al Natural Reducido En Sal Lata 425 G,2770,Jurel,https://www.unimarc.cl/product/jurel-al-natural-s-sal-san-jose-425gr,2024-10-06,
598,Unimarc,Carozzi,Pasta Spaghetti N°5 Carozzi 1 Kg,2790,Tallarín,https://www.unimarc.cl/product/carozzi-spaghetti-n-5-1-kg,2024-10-06,
599,Jumbo,Bluedragon,Spaghetti De Arroz Blue Dragon 250 G,2790,Tallarín,https://www.jumbo.cl/spaghetti-blue-dragon-250-g-de-arroz/p,2024-10-06,
600,Unimarc,Iansa Agro,Porotos Tórtola Iansa Agro 1 Kg,2790,Porotos,https://www.unimarc.cl/product/poroto-tortola-iansagro-1-kg,2024-10-06,
601,Jumbo,Bluedragon,Spaghetti De Arroz Blue Dragon 250 G,2790,Tallarín,https://www.jumbo.cl/spaghetti-blue-dragon-250-g-de-arroz/p,2024-10-01,
602,Unimarc,Iansa Agro,Porotos Tórtola Iansa Agro 1 Kg,2790,Porotos,https://www.unimarc.cl/product/poroto-tortola-iansagro-1-kg,2024-10-01,
603,Unimarc,Banquete,Poroto Blanco Banquete 1 Kg,2800,Porotos,https://www.unimarc.cl/product/porotos-blanco-natura-banquete-1-kg,2024-10-06,
604,Unimarc,Banquete,Poroto Blanco Banquete 1 Kg,2800,Porotos,https://www.unimarc.cl/product/porotos-blanco-natura-banquete-1-kg,2024-10-01,
